204.4855914,0,205.2515259
1439.842506,80,97.23928833
2675.419026,160,82.16872406
3911.170174,240,79.16595459
5146.76839,320,74.4034729
6382.334281,400,73.4684906
7617.905465,480,73.33626556
8853.389072,560,75.41318512
10088.96368,640,74.07332611
11323.80169,720,75.33898926
12559.07234,800,79.06017303
13794.66215,880,79.47870636
15030.30213,960,80.81602478
16265.66378,1040,83.4916153
17500.81351,1120,84.63308716
18735.85876,1200,86.38517761
19970.78822,1280,86.04785919
21206.11581,1360,87.85134888
22441.14513,1440,87.98271179
23676.37727,1520,91.75093842
24911.63835,1600,93.71549988
26146.6901,1680,97.68837738
27380.88827,1760,99.04450226
28615.54941,1840,98.33126068
29850.48315,1920,98.8784256
31085.70004,2000,102.2426453
32320.27817,2080,101.9983521
33555.1515,2160,101.5981293
34790.58015,2240,107.2783813
36025.09481,2320,106.050293
37260.46459,2400,105.3368378
38495.65952,2480,106.8187103
39729.74694,2560,108.1864853
40964.93014,2640,112.1898651
42200.06306,2720,110.7780075
43434.82096,2800,113.3753662
44670.53966,2880,110.5329514
45907.90379,2960,112.4004135
47142.7195,3040,115.4561462
48377.7517,3120,118.420929
49612.51604,3200,115.6968842
50847.12076,3280,113.4346313
52081.34475,3360,118.6506882
53316.60551,3440,117.9211273
54281.81601,3500,122.9009247
